augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,8471,배신 확인 맞다,배신 맞으시죠?
BR,8472,좌회전 받다,좌회전 받으시죠?
BR,8473,좌회전 받다,좌회전 받으시죠?
BR,8474,좌회전 받다,좌회전 받으시죠?
BR,8475,좌회전 받다,좌회전 받으시죠?
BR,8476,좌회전 확인 받다,좌회전 받으시죠?
BR,8477,좌회전 확인 받다,좌회전 받으시죠?
BR,8478,좌회전 확인 받다,좌회전 받으시죠?
BR,8479,좌회전 확인 받다,좌회전 받으시죠?
BR,8480,시작 확인 맞다,시작 해드릴까요?
BR,8481,생각 확인 맞다,생각 해드릴까요?
BR,8482,부탁 확인 맞다,부탁 해드릴까요?
BR,8483,칭찬 확인 맞다,칭찬 해드릴까요?
BR,8484,준비 확인 맞다,준비 해드릴까요?
BR,8485,대답 확인 맞다,대답 해드릴까요?
BR,8486,사랑 확인 맞다,사랑 해드릴까요?
BR,8487,박수 돕다 확인 맞다,응원 해드릴까요?
BR,8488,인사 확인 맞다,인사 해드릴까요?
BR,8489,시작 확인 맞다,시작 해드릴까요?
BR,8490,생각 확인 맞다,생각 해드릴까요?
BR,8491,부탁 확인 맞다,부탁 해드릴까요?
BR,8492,칭찬 확인 맞다,칭찬 해드릴까요?
BR,8493,준비 확인 맞다,준비 해드릴까요?
BR,8494,대답 확인 맞다,대답 해드릴까요?
BR,8495,사랑 확인 맞다,사랑 해드릴까요?
BR,8496,박수 돕다 확인 맞다,응원 해드릴까요?
BR,8497,인사 확인 맞다,인사 해드릴까요?
BR,8498,시작 확인 맞다,시작 해드릴까요?
BR,8499,생각 확인 맞다,생각 해드릴까요?
BR,8500,부탁 확인 맞다,부탁 해드릴까요?
BR,8501,칭찬 확인 맞다,칭찬 해드릴까요?
BR,8502,준비 확인 맞다,준비 해드릴까요?
BR,8503,대답 확인 맞다,대답 해드릴까요?
BR,8504,사랑 확인 맞다,사랑 해드릴까요?
BR,8505,박수 돕다 확인 맞다,응원 해드릴까요?
BR,8506,인사 확인 맞다,인사 해드릴까요?
BR,8507,시작 확인 맞다,시작 해드릴까요?
BR,8508,생각 확인 맞다,생각 해드릴까요?
BR,8509,부탁 확인 맞다,부탁 해드릴까요?
BR,8510,칭찬 확인 맞다,칭찬 해드릴까요?
BR,8511,준비 확인 맞다,준비 해드릴까요?
BR,8512,대답 확인 맞다,대답 해드릴까요?
BR,8513,사랑 확인 맞다,사랑 해드릴까요?
BR,8514,박수 돕다 확인 맞다,응원 해드릴까요?
BR,8515,인사 확인 맞다,인사 해드릴까요?
BR,8516,시작 맞다,시작 해드릴까요?
BR,8517,생각 맞다,생각 해드릴까요?
BR,8518,부탁 맞다,부탁 해드릴까요?
BR,8519,칭찬 맞다,칭찬 해드릴까요?
BR,8520,준비 맞다,준비 해드릴까요?
BR,8521,대답 맞다,대답 해드릴까요?
BR,8522,사랑 맞다,사랑 해드릴까요?
BR,8523,박수 돕다 맞다,응원 해드릴까요?
BR,8524,인사 맞다,인사 해드릴까요?
BR,8525,시작 맞다,시작 해드릴까요?
BR,8526,생각 맞다,생각 해드릴까요?
BR,8527,부탁 맞다,부탁 해드릴까요?
BR,8528,칭찬 맞다,칭찬 해드릴까요?
BR,8529,준비 맞다,준비 해드릴까요?
BR,8530,대답 맞다,대답 해드릴까요?
BR,8531,사랑 맞다,사랑 해드릴까요?
BR,8532,박수 돕다 맞다,응원 해드릴까요?
BR,8533,인사 맞다,인사 해드릴까요?
BR,8534,시작 맞다,시작 해드릴까요?
BR,8535,생각 맞다,생각 해드릴까요?
BR,8536,부탁 맞다,부탁 해드릴까요?
BR,8537,칭찬 맞다,칭찬 해드릴까요?
BR,8538,준비 맞다,준비 해드릴까요?
BR,8539,대답 맞다,대답 해드릴까요?
BR,8540,사랑 맞다,사랑 해드릴까요?
BR,8541,박수 돕다 맞다,응원 해드릴까요?
BR,8542,인사 맞다,인사 해드릴까요?
BR,8543,시작 맞다,시작 해드릴까요?
BR,8544,생각 맞다,생각 해드릴까요?
BR,8545,부탁 맞다,부탁 해드릴까요?
BR,8546,칭찬 맞다,칭찬 해드릴까요?
BR,8547,준비 맞다,준비 해드릴까요?
BR,8548,대답 맞다,대답 해드릴까요?
BR,8549,사랑 맞다,사랑 해드릴까요?
BR,8550,박수 돕다 맞다,응원 해드릴까요?
BR,8551,인사 맞다,인사 해드릴까요?
BR,8552,맞다 답 맞다,정답이 맞습니다.
BR,8553,주인공 맞다,주인공이 맞습니다.
BR,8554,목 말 맞다,발음이 맞습니다.
BR,8555,성 맞다,성이 맞습니다.
BR,8556,맞다 답 맞다,정답이 맞습니다.
BR,8557,주인공 맞다,주인공이 맞습니다.
BR,8558,목 말 맞다,발음이 맞습니다.
BR,8559,성 맞다,성이 맞습니다.
BR,8560,맞다 답 맞다,정답이 맞습니다.
BR,8561,주인공 맞다,주인공이 맞습니다.
BR,8562,목 말 맞다,발음이 맞습니다.
BR,8563,성 맞다,성이 맞습니다.
BR,8564,맞다 답 맞다,정답이 맞습니다.
BR,8565,주인공 맞다,주인공이 맞습니다.
BR,8566,목 말 맞다,발음이 맞습니다.
BR,8567,성 맞다,성이 맞습니다.
BR,8568,맞다 답 확인 맞다,정답이 맞습니다.
BR,8569,주인공 확인 맞다,주인공이 맞습니다.
BR,8570,목 말 확인 맞다,발음이 맞습니다.
BR,8571,성 확인 맞다,성이 맞습니다.
BR,8572,맞다 답 확인 맞다,정답이 맞습니다.
BR,8573,주인공 확인 맞다,주인공이 맞습니다.
BR,8574,목 말 확인 맞다,발음이 맞습니다.
BR,8575,성 확인 맞다,성이 맞습니다.
BR,8576,맞다 답 확인 맞다,정답이 맞습니다.
BR,8577,주인공 확인 맞다,주인공이 맞습니다.
BR,8578,목 말 확인 맞다,발음이 맞습니다.
BR,8579,성 확인 맞다,성이 맞습니다.
BR,8580,맞다 답 확인 맞다,정답이 맞습니다.
BR,8581,주인공 확인 맞다,주인공이 맞습니다.
BR,8582,목 말 확인 맞다,발음이 맞습니다.
BR,8583,성 확인 맞다,성이 맞습니다.
BR,8584,준비 차내리다,준비해서 내려드릴까요?
BR,8585,계속 차내리다,계속해서 내려드릴까요?
BR,8586,선택 차내리다,선택해서 내려드릴까요?
BR,8587,무리 차내리다,무리해서 내려드릴까요?
BR,8588,조심 차내리다,조심해서 내려드릴까요?
BR,8589,공격 차내리다,공격해서 내려드릴까요?
BR,8590,증거 확인하는 동작 차내리다,확인해서 내려드릴까요?
BR,8591,발견 차내리다,발견해서 내려드릴까요?
BR,8592,소환 차내리다,소환해서 내려드릴까요?
BR,8593,미안 다시 날 생기다 아니다 주의,죄송합니다 다신 이런 날이 없도록 주의하겠습니다.
BR,8594,미안 다시 일 발생 생기다 아니다 주의,죄송합니다 다신 이런 사건이 없도록 주의하겠습니다.
BR,8595,미안 다시 소식 생기다 아니다 주의,죄송합니다 다신 이런 소식이 없도록 주의하겠습니다.
BR,8596,미안 다시 사람 생기다 아니다 주의,죄송합니다 다신 이런 사람이 없도록 주의하겠습니다.
BR,8597,미안 다시 글자 뜻 생기다 아니다 주의,죄송합니다 다신 이런 글이 없도록 주의하겠습니다.
BR,8598,미안 다시 상황 생기다 아니다 주의,죄송합니다 다신 이런 상황이 없도록 주의하겠습니다.
BR,8599,미안 다시 꼴 생기다 아니다 주의,죄송합니다 다신 이런 꼴이 없도록 주의하겠습니다.
BR,8600,미안 다시 분 생기다 아니다 주의,죄송합니다 다신 이런 분이 없도록 주의하겠습니다.
BR,8601,미안 다시 곳 생기다 아니다 주의,죄송합니다 다신 이런 곳이 없도록 주의하겠습니다.
BR,8602,차  맡기다  누구  곳,주차대행한 차는 누구에서 찾습니까?
BR,8603,차  맡기다  이것 곳  곳,주차대행한 차는 이곳에서 찾습니까?
BR,8604,차  맡기다  곳  여기,주차대행한 차는 여기에서 찾습니까?
BR,8605,차  맡기다  곳  누구,주차대행한 차는 누구에서 찾습니까?
BR,8606,차  맡기다  곳  이것 곳,주차대행한 차는 이곳에서 찾습니까?
BR,8607,차  맡기다  여기,주차대행한 차는 여기에서 찾습니까?
BR,8608,차  맡기다  누구,주차대행한 차는 누구에서 찾습니까?
BR,8609,차  맡기다  이것 곳,주차대행한 차는 이곳에서 찾습니까?
BR,8610,추가  미리  돈주다  가능,추가요금을 정산할 수 있나요?
BR,8611,할인  미리  돈주다  가능,할인요금을 정산할 수 있나요?
BR,8612,교통  미리  돈주다  가능,교통요금을 정산할 수 있나요?
BR,8613,생애 기록  미리  돈주다  가능,전기요금을 정산할 수 있나요?
BR,8614,구간  미리  돈주다  가능,구간요금을 정산할 수 있나요?
BR,8615,통신  미리  돈주다  가능,통신요금을 정산할 수 있나요?
BR,8616,T 승용차  미리  돈주다  가능,택시요금을 정산할 수 있나요?
BR,8617,데이트  미리  돈주다  가능,데이트요금을 정산할 수 있나요?
BR,8618,우편  미리  돈주다  가능,우편요금을 정산할 수 있나요?
BR,8619,버스  미리  돈주다  가능,버스요금을 정산할 수 있나요?
BR,8620,기본  미리  돈주다  가능,기본요금을 정산할 수 있나요?
BR,8621,개시,준비 개시!
BR,8622,중,준비 중!
BR,8623,중국  먹다  여기  곳,중식집이 여기에 있습니까?
BR,8624,중국  먹다  곳  여기,중식집이 여기에 있습니까?
BR,8625,중국  먹다  여기,중식집이 여기에 있습니까?
BR,8626,말하다 잊다 하지마,말하니깐 잊지마
BR,8627,중요 하다 하지마,중요하니깐 하지마
BR,8628,중요 죽다 하지마,중요하니깐 죽지마
BR,8629,중요 물 틈으로 흘러 내리는 것을 나타내는 동작 하지마,중요하니깐 새지마
BR,8630,약속 특별 있다 나 먼저 가다,특별한 약속이 있어서 먼저 갈게
BR,8631,약속 충분 있다 나 먼저 가다,충분한 약속이 있어서 먼저 갈게
BR,8632,일 중요 있다 나 먼저 가다,중요한 일이 있어서 먼저 갈게
BR,8633,곳 중요 있다 나 먼저 가다,중요한 곳이 있어서 먼저 갈게
BR,8634,짧다 동안 중요 있다 나 먼저 가다,중요한 순간이 있어서 먼저 갈게
BR,8635,부분 중요 있다 나 먼저 가다,중요한 부분이 있어서 먼저 갈게
BR,8636,시간 중요 있다 나 먼저 가다,중요한 시간이 있어서 먼저 갈게
BR,8637,사람 중요 있다 나 먼저 가다,중요한 사람이 있어서 먼저 갈게
BR,8638,약속 중요 늦다 나 먼저 가다,중요한 약속이 늦어서 먼저 갈게
BR,8639,보물 잃어버리다,보물을 분실하셨나요?
BR,8640,휴대폰 잃어버리다,휴대폰을 분실하셨나요?
BR,8641,핸드폰 잃어버리다,핸드폰을 분실하셨나요?
BR,8642,책 잃어버리다,책을 분실하셨나요?
BR,8643,보물 없다 잃어버리다,보물을 분실하셨나요?
BR,8644,휴대폰 없다 잃어버리다,휴대폰을 분실하셨나요?
BR,8645,핸드폰 없다 잃어버리다,핸드폰을 분실하셨나요?
BR,8646,책 없다 잃어버리다,책을 분실하셨나요?
BR,8647,보물 실종,보물을 분실하셨나요?
BR,8648,휴대폰 실종,휴대폰을 분실하셨나요?
BR,8649,핸드폰 실종,핸드폰을 분실하셨나요?
BR,8650,책 실종,책을 분실하셨나요?
BR,8651,보물 없다 실종,보물을 분실하셨나요?
BR,8652,휴대폰 없다 실종,휴대폰을 분실하셨나요?
BR,8653,핸드폰 없다 실종,핸드폰을 분실하셨나요?
BR,8654,책 없다 실종,책을 분실하셨나요?
BR,8655,보물 찾다 실종,보물을 분실하셨나요?
BR,8656,휴대폰 찾다 실종,휴대폰을 분실하셨나요?
BR,8657,핸드폰 찾다 실종,핸드폰을 분실하셨나요?
BR,8658,책 찾다 실종,책을 분실하셨나요?
BR,8659,보물 사라지다 실종,보물을 분실하셨나요?
BR,8660,휴대폰 사라지다 실종,휴대폰을 분실하셨나요?
BR,8661,핸드폰 사라지다 실종,핸드폰을 분실하셨나요?
BR,8662,책 사라지다 실종,책을 분실하셨나요?
BR,8663,보물 잃어버리다 실종,보물을 분실하셨나요?
BR,8664,휴대폰 잃어버리다 실종,휴대폰을 분실하셨나요?
BR,8665,핸드폰 잃어버리다 실종,핸드폰을 분실하셨나요?
BR,8666,책 잃어버리다 실종,책을 분실하셨나요?
BR,8667,보물 실종 잃어버리다,보물을 분실하셨나요?
BR,8668,휴대폰 실종 잃어버리다,휴대폰을 분실하셨나요?
BR,8669,핸드폰 실종 잃어버리다,핸드폰을 분실하셨나요?
BR,8670,책 실종 잃어버리다,책을 분실하셨나요?
BR,8671,기억 잃어버리다,기억을 잃어버렸습니다.
BR,8672,길 잃어버리다,길을 잃어버렸습니다.
BR,8673,빛 잃어버리다,빛을 잃어버렸습니다.
BR,8674,의식 잃어버리다,의식을 잃어버렸습니다.
BR,8675,정신 잃어버리다,정신을 잃어버렸습니다.
BR,8676,웃음 잃어버리다,웃음을 잃어버렸습니다.
BR,8677,답 잃어버리다,답을 잃어버렸습니다.
BR,8678,보물 잃어버리다,보물을 잃어버렸습니다.
BR,8679,목을 자르는 동작 숨 잃어버리다,목숨을 잃어버렸습니다.
BR,8680,기억 잃어버리다 없다,기억을 잃어버렸습니다.
BR,8681,길 잃어버리다 없다,길을 잃어버렸습니다.
BR,8682,빛 잃어버리다 없다,빛을 잃어버렸습니다.
BR,8683,의식 잃어버리다 없다,의식을 잃어버렸습니다.
BR,8684,정신 잃어버리다 없다,정신을 잃어버렸습니다.
BR,8685,웃음 잃어버리다 없다,웃음을 잃어버렸습니다.
BR,8686,답 잃어버리다 없다,답을 잃어버렸습니다.
BR,8687,보물 잃어버리다 없다,보물을 잃어버렸습니다.
BR,8688,목을 자르는 동작 숨 잃어버리다 없다,목숨을 잃어버렸습니다.
BR,8689,기억 실종,기억을 잃어버렸습니다.
BR,8690,길 실종,길을 잃어버렸습니다.
BR,8691,빛 실종,빛을 잃어버렸습니다.
BR,8692,의식 실종,의식을 잃어버렸습니다.
BR,8693,정신 실종,정신을 잃어버렸습니다.
BR,8694,웃음 실종,웃음을 잃어버렸습니다.
BR,8695,답 실종,답을 잃어버렸습니다.
BR,8696,보물 실종,보물을 잃어버렸습니다.
BR,8697,목을 자르는 동작 숨 실종,목숨을 잃어버렸습니다.
BR,8698,기억 실종 없다,기억을 잃어버렸습니다.
BR,8699,길 실종 없다,길을 잃어버렸습니다.
BR,8700,빛 실종 없다,빛을 잃어버렸습니다.
BR,8701,의식 실종 없다,의식을 잃어버렸습니다.
BR,8702,정신 실종 없다,정신을 잃어버렸습니다.
BR,8703,웃음 실종 없다,웃음을 잃어버렸습니다.
BR,8704,답 실종 없다,답을 잃어버렸습니다.
BR,8705,보물 실종 없다,보물을 잃어버렸습니다.
BR,8706,목을 자르는 동작 숨 실종 없다,목숨을 잃어버렸습니다.
BR,8707,기억 찾다 실종,기억을 잃어버렸습니다.
BR,8708,길 찾다 실종,길을 잃어버렸습니다.
BR,8709,빛 찾다 실종,빛을 잃어버렸습니다.
BR,8710,의식 찾다 실종,의식을 잃어버렸습니다.
BR,8711,정신 찾다 실종,정신을 잃어버렸습니다.
BR,8712,웃음 찾다 실종,웃음을 잃어버렸습니다.
BR,8713,답 찾다 실종,답을 잃어버렸습니다.
BR,8714,보물 찾다 실종,보물을 잃어버렸습니다.
BR,8715,목을 자르는 동작 숨 찾다 실종,목숨을 잃어버렸습니다.
BR,8716,기억 사라지다 실종,기억을 잃어버렸습니다.
BR,8717,길 사라지다 실종,길을 잃어버렸습니다.
BR,8718,빛 사라지다 실종,빛을 잃어버렸습니다.
BR,8719,의식 사라지다 실종,의식을 잃어버렸습니다.
BR,8720,정신 사라지다 실종,정신을 잃어버렸습니다.
BR,8721,웃음 사라지다 실종,웃음을 잃어버렸습니다.
BR,8722,답 사라지다 실종,답을 잃어버렸습니다.
BR,8723,보물 사라지다 실종,보물을 잃어버렸습니다.
BR,8724,목을 자르는 동작 숨 사라지다 실종,목숨을 잃어버렸습니다.
BR,8725,기억 잃어버리다 실종,기억을 잃어버렸습니다.
BR,8726,길 잃어버리다 실종,길을 잃어버렸습니다.
BR,8727,빛 잃어버리다 실종,빛을 잃어버렸습니다.
BR,8728,의식 잃어버리다 실종,의식을 잃어버렸습니다.
BR,8729,정신 잃어버리다 실종,정신을 잃어버렸습니다.
BR,8730,웃음 잃어버리다 실종,웃음을 잃어버렸습니다.
BR,8731,답 잃어버리다 실종,답을 잃어버렸습니다.
BR,8732,보물 잃어버리다 실종,보물을 잃어버렸습니다.
BR,8733,목을 자르는 동작 숨 잃어버리다 실종,목숨을 잃어버렸습니다.
BR,8734,기억 실종 잃어버리다,기억을 잃어버렸습니다.
BR,8735,길 실종 잃어버리다,길을 잃어버렸습니다.
BR,8736,빛 실종 잃어버리다,빛을 잃어버렸습니다.
BR,8737,의식 실종 잃어버리다,의식을 잃어버렸습니다.
BR,8738,정신 실종 잃어버리다,정신을 잃어버렸습니다.
BR,8739,웃음 실종 잃어버리다,웃음을 잃어버렸습니다.
BR,8740,답 실종 잃어버리다,답을 잃어버렸습니다.
BR,8741,보물 실종 잃어버리다,보물을 잃어버렸습니다.
BR,8742,목을 자르는 동작 숨 실종 잃어버리다,목숨을 잃어버렸습니다.
BR,8743,저기 밖 부모님 계시다,지금 밖에 부모님이 계셔
BR,8744,저기 집 부모님 계시다,지금 집에 부모님이 계셔
BR,8745,저기 지금 곧 부모님 계시다,지금 당장에 부모님이 계셔
BR,8746,저기 세상 부모님 계시다,지금 세상에 부모님이 계셔
BR,8747,저기 시대 부모님 계시다,지금 시대에 부모님이 계셔
BR,8748,지금 상태 불편하다,지금 상태가 너무 불편해
BR,8749,지금 정도 불편하다,지금 정도가 너무 불편해
BR,8750,오늘 돈 받다 중에 행복,지금 돈을 받고 있어서 행복하다
BR,8751,오늘 고통 받다 중에 행복,지금 고통을 받고 있어서 행복하다
BR,8752,오늘 상 받다 중에 행복,지금 상을 받고 있어서 행복하다
BR,8753,오늘 교육 받다 중에 행복,지금 교육을 받고 있어서 행복하다
BR,8754,오늘 갚다 납부 받다 중에 행복,지금 보상을 받고 있어서 행복하다
BR,8755,오늘 도움 받다 중에 행복,지금 도움을 받고 있어서 행복하다
BR,8756,오늘 사랑 하다 중에 행복,지금 사랑을 하고 있어서 행복하다
BR,8757,오늘 사랑 가지다 중에 행복,지금 사랑을 가지고 있어서 행복하다
BR,8758,오늘 사랑 알다 중에 행복,지금 사랑을 알고 있어서 행복하다
BR,8759,오늘 사랑 갖다 중에 행복,지금 사랑을 갖고 있어서 행복하다
BR,8760,오늘 사랑 시간 흐르다 중에 행복,지금 사랑을 보내고 있어서 행복하다
BR,8761,오늘 사랑 나누다 중에 행복,지금 사랑을 나누고 있어서 행복하다
BR,8762,오늘 사랑 보다 중에 행복,지금 사랑을 보고 있어서 행복하다
BR,8763,오늘 사랑 믿다 중에 행복,지금 사랑을 믿고 있어서 행복하다
BR,8764,오늘 사랑 찾다 중에 행복,지금 사랑을 찾고 있어서 행복하다
BR,8765,오늘 사랑 얻다 중에 행복,지금 사랑을 얻고 있어서 행복하다
BR,8766,오늘 사랑 듣다 중에 행복,지금 사랑을 듣고 있어서 행복하다
BR,8767,지금 전기 시다 충전,지금 전지를 충전하겠습니다.
BR,8768,지금 미소 충전 가능,지금 미소를 충전할 수 있나요?
BR,8769,지금 카드 사용 가능,지금 카드를 사용할 수 있나요?
BR,8770,지금 카드 선택 가능,지금 카드를 선택할 수 있나요?
BR,8771,지금 카드 준비 가능,지금 카드를 준비할 수 있나요?
BR,8772,지금 카드 구입 가능,지금 카드를 구입할 수 있나요?
BR,8773,지금 카드 시작 가능,지금 카드를 시작할 수 있나요?
BR,8774,지금 카드 이용 가능,지금 카드를 이용할 수 있나요?
BR,8775,지금 카드 조종 가능,지금 카드를 조종할 수 있나요?
BR,8776,지금 카드 발견 가능,지금 카드를 발견할 수 있나요?
BR,8777,지금 카드 설명 가능,지금 카드를 설명할 수 있나요?
BR,8778,지금 카드 교환 가능,지금 카드를 교환할 수 있나요?
BR,8779,오늘 시작 해라,오늘부터 시작해라
BR,8780,처음 시작 해라,처음부터 시작해라
BR,8781,아침 시작 해라,아침부터 시작해라
BR,8782,새벽 시작 해라,새벽부터 시작해라
BR,8783,출발 시작 해라,출발부터 시작해라
BR,8784,지금 마음을 나타내는 동작 정하다 해라,지금부터 각오해라
BR,8785,지금 해방 해라,지금부터 해방해라
BR,8786,길 미래 보다 찾다 가능,미래를 보고 찾아갈 수 있나요?
BR,8787,길 지도 가지다 찾다 가능,지도를 가지고 찾아갈 수 있나요?
BR,8788,길 지도 들다 찾다 가능,지도를 들고 찾아갈 수 있나요?
BR,8789,길 지도 쓰다 찾다 가능,지도를 쓰고 찾아갈 수 있나요?
BR,8790,길 지도 갖다 찾다 가능,지도를 갖고 찾아갈 수 있나요?
BR,8791,길 지도 듣다 찾다 가능,지도를 듣고 찾아갈 수 있나요?
BR,8792,길 지도 모르다 찾다 가능,지도를 모르고 찾아갈 수 있나요?
BR,8793,길 지도 찾다 찾다 가능,지도를 찾고 찾아갈 수 있나요?
BR,8794,학교 내리다 가다,학교로 가주세요.
BR,8795,뒤 내리다 가다,뒤로 가주세요.
BR,8796,무덤 장소 내리다 가다,묘지로 가주세요.
BR,8797,천지 모두 내리다 가다,우주로 가주세요.
BR,8798,학교 내리다 가다,학교로 가주세요.
BR,8799,뒤 내리다 가다,뒤로 가주세요.
BR,8800,무덤 장소 내리다 가다,묘지로 가주세요.
BR,8801,천지 모두 내리다 가다,우주로 가주세요.
BR,8802,학교 차내리다 가다,학교로 가주세요.
BR,8803,뒤 차내리다 가다,뒤로 가주세요.
BR,8804,무덤 장소 차내리다 가다,묘지로 가주세요.
BR,8805,천지 모두 차내리다 가다,우주로 가주세요.
BR,8806,학교 차내리다 가다,학교로 가주세요.
BR,8807,뒤 차내리다 가다,뒤로 가주세요.
BR,8808,무덤 장소 차내리다 가다,묘지로 가주세요.
BR,8809,천지 모두 차내리다 가다,우주로 가주세요.
BR,8810,학교 도착 가다,학교로 가주세요.
BR,8811,뒤 도착 가다,뒤로 가주세요.
BR,8812,무덤 장소 도착 가다,묘지로 가주세요.
BR,8813,천지 모두 도착 가다,우주로 가주세요.
BR,8814,학교 목적 가다,학교로 가주세요.
BR,8815,뒤 목적 가다,뒤로 가주세요.
BR,8816,무덤 장소 목적 가다,묘지로 가주세요.
BR,8817,천지 모두 목적 가다,우주로 가주세요.
BR,8818,학교 곳 가다,학교로 가주세요.
BR,8819,뒤 곳 가다,뒤로 가주세요.
BR,8820,무덤 장소 곳 가다,묘지로 가주세요.
BR,8821,천지 모두 곳 가다,우주로 가주세요.
BR,8822,학교 가다 내리다,학교로 가주세요.
BR,8823,뒤 가다 내리다,뒤로 가주세요.
BR,8824,무덤 장소 가다 내리다,묘지로 가주세요.
BR,8825,천지 모두 가다 내리다,우주로 가주세요.
BR,8826,학교 가다 내리다,학교로 가주세요.
BR,8827,뒤 가다 내리다,뒤로 가주세요.
BR,8828,무덤 장소 가다 내리다,묘지로 가주세요.
BR,8829,천지 모두 가다 내리다,우주로 가주세요.
BR,8830,학교 가다 차내리다,학교로 가주세요.
BR,8831,뒤 가다 차내리다,뒤로 가주세요.
BR,8832,무덤 장소 가다 차내리다,묘지로 가주세요.
BR,8833,천지 모두 가다 차내리다,우주로 가주세요.
BR,8834,생각 사라지다 내리다 가다,의외로 갈까요?
BR,8835,생각 다르다 내리다 가다,반대로 갈까요?
BR,8836,생각 사라지다 내리다 가다,의외로 갈까요?
BR,8837,생각 다르다 내리다 가다,반대로 갈까요?
BR,8838,생각 사라지다 차내리다 가다,의외로 갈까요?
BR,8839,생각 다르다 차내리다 가다,반대로 갈까요?
BR,8840,생각 사라지다 차내리다 가다,의외로 갈까요?
BR,8841,생각 다르다 차내리다 가다,반대로 갈까요?
BR,8842,생각 사라지다 도착 가다,의외로 갈까요?
BR,8843,생각 다르다 도착 가다,반대로 갈까요?
BR,8844,생각 사라지다 목적 가다,의외로 갈까요?
BR,8845,생각 다르다 목적 가다,반대로 갈까요?
BR,8846,생각 사라지다 곳 가다,의외로 갈까요?
BR,8847,생각 다르다 곳 가다,반대로 갈까요?
BR,8848,생각 사라지다 가다 내리다,의외로 갈까요?
BR,8849,생각 다르다 가다 내리다,반대로 갈까요?
BR,8850,생각 사라지다 가다 내리다,의외로 갈까요?
BR,8851,생각 다르다 가다 내리다,반대로 갈까요?
BR,8852,생각 사라지다 가다 차내리다,의외로 갈까요?
BR,8853,생각 다르다 가다 차내리다,반대로 갈까요?
BR,8854,시간 갈아타다 곳곳 도움받다,시간 갈아타는 것 좀 도와주세요.
BR,8855,일 갈아타다 곳곳 도움받다,일 갈아타는 것 좀 도와주세요.
BR,8856,친구 갈아타다 곳곳 도움받다,친구 갈아타는 것 좀 도와주세요.
BR,8857,이동 갈아타다 곳곳 도움받다,이동 갈아타는 것 좀 도와주세요.
BR,8858,여행 갈아타다 곳곳 도움받다,여행 갈아타는 것 좀 도와주세요.
BR,8859,버스 곳 안내하다,버스 갈아타는 곳으로 안내해드릴까요?
BR,8860,기차 곳 곳 안내하다,역 갈아타는 곳으로 안내해드릴까요?
BR,8861,구경 여행 곳 안내하다,관광 갈아타는 곳으로 안내해드릴까요?
BR,8862,지하철 기차 곳 안내하다,지하철 갈아타는 역으로 안내해드릴까요?
BR,8863,지하철 쪽 안내하다,지하철 갈아타는 쪽으로 안내해드릴까요?
BR,8864,지하철 방향 안내하다,지하철 갈아타는 방향으로 안내해드릴까요?
BR,8865,지하철 선 안내하다,지하철 갈아타는 선으로 안내해드릴까요?
BR,8866,지하철 시간 안내하다,지하철 갈아타는 시간으로 안내해드릴까요?
BR,8867,기차 곳  어디  곳,역 승강장은 어디에 있습니까?
BR,8868,상세  어디  곳,상세 승강장은 어디에 있습니까?
BR,8869,일반  어디  곳,일반 승강장은 어디에 있습니까?
BR,8870,기차 곳  곳  어디,역 승강장은 어디에 있습니까?
BR,8871,상세  곳  어디,상세 승강장은 어디에 있습니까?
BR,8872,일반  곳  어디,일반 승강장은 어디에 있습니까?
BR,8873,기차 곳  어디,역 승강장은 어디에 있습니까?
BR,8874,상세  어디,상세 승강장은 어디에 있습니까?
BR,8875,일반  어디,일반 승강장은 어디에 있습니까?
BR,8876,기차 곳  곳,역 승강장은 어디에 있습니까?
BR,8877,상세  곳,상세 승강장은 어디에 있습니까?
BR,8878,일반  곳,일반 승강장은 어디에 있습니까?
BR,8879,기차 곳,역 승강장은 어디에 있습니까?
BR,8880,상세,상세 승강장은 어디에 있습니까?
BR,8881,일반,일반 승강장은 어디에 있습니까?
BR,8882,지하철  여기  곳,지하철 승강장은 여기에 있습니까?
BR,8883,지하철  곳  여기,지하철 승강장은 여기에 있습니까?
BR,8884,지하철  여기,지하철 승강장은 여기에 있습니까?
BR,8885,방 안 없다,방 안에 없나요?
BR,8886,가방 안 없다,가방 안에 없나요?
BR,8887,집 안 없다,집 안에 없나요?
BR,8888,학교 안 없다,학교 안에 없나요?
BR,8889,마음 안 없다,마음 안에 없나요?
BR,8890,가르치다 방 안 없다,교실 안에 없나요?
BR,8891,상자 안 없다,상자 안에 없나요?
BR,8892,범위 안 없다,범위 안에 없습니다.
BR,8893,방 안 없다,방 안에 없습니다.
BR,8894,오락 놀다 안 없다,게임 안에 없습니다.
BR,8895,감옥 안 없다,감옥 안에 없습니다.
BR,8896,상자 안 없다,상자 안에 없습니다.
BR,8897,집 여러 가지 안 없다,건물 안에 없습니다.
BR,8898,가방 안 없다,가방 안에 없습니다.
BR,8899,중앙 안 불 피해 심하다,중앙 역 안에서 화재가 발생했어요.
BR,8900,시 지다 안 불 피해 심하다,시청 역 안에서 화재가 발생했어요.
BR,8901,땅 문 틈 물건 떨어지다,땅 틈 사이로 물건이 떨어졌습니다.
